edge_type_id target_query source_query model_template delay distance_range target_sections syn_weight dynamics_params
103 pop_name=='PyrA' * tone2pyr 0.1 "[10.0, 11.0]" ['somatic'] 1.0 tone2PN.json
104 pop_name=='PyrC' * tone2pyr 0.1 "[10.0, 11.0]" ['somatic'] 1.0 tone2PN.json
105 pop_name=='Int' * tone2pyr 0.1 "[10.0, 11.0]" ['somatic'] 1.0 tone2INT.json
